city_ascii,lat,lng,country
Polyarnyye Zori,67.3658,32.4981,Russia
Scottsboro,34.6438,-86.0491,United States
Ascension,-15.6996,-63.0800,Bolivia
Tururu,-3.5808,-39.4369,Brazil
Lockhart,28.6271,-81.4354,United States
Zaouiat Moulay Bouchta El Khammar,34.4833,-5.1167,Morocco
Thibodaux,29.7941,-90.8163,United States
Marostica,45.7456,11.6553,Italy
Igrapiuna,-13.8258,-39.1419,Brazil
Haaren,51.6017,5.2228,Netherlands
Sanpozhen,39.6683,115.4426,China
Kinogitan,8.9855,124.7937,Philippines
Sainte-Anne-des-Plaines,45.7617,-73.8204,Canada
Santa Maria do Suacui,-18.1900,-42.4139,Brazil
Washington,38.5514,-91.0151,United States
Balangiga,11.1097,125.3875,Philippines
Itinga,-16.6128,-41.7650,Brazil
Malvik,63.3728,10.7508,Norway
San Andres Timilpan,19.8667,-99.7333,Mexico
Sainte-Maxime,43.3089,6.6378,France
Beasain,43.0458,-2.1894,Spain
Tezu,27.9167,96.1667,India
La Carlota,37.6667,-4.9333,Spain
Fisciano,40.7667,14.8000,Italy
Schwaz,47.3500,11.7000,Austria
Cotegipe,-12.0278,-44.2578,Brazil
Peumo,-34.4000,-71.1667,Chile
Wulong,23.3202,112.1901,China
Taglio,45.0167,12.2167,Italy
Angermunde,53.0333,14.0000,Germany
Hettstedt,51.6333,11.5000,Germany
Chudovo,59.1281,31.6592,Russia
Bradley Gardens,40.5711,-74.6678,United States
Schiffdorf,53.5355,8.6622,Germany
Det Udom,14.9060,105.0784,Thailand
Hanover,40.8197,-74.4287,United States
Pomorie,42.5569,27.6405,Bulgaria
San Cristobal,-30.3105,-61.2372,Argentina
Greenlawn,40.8630,-73.3642,United States
Koundara,12.4800,-13.2960,Guinea
Dom Feliciano,-30.7039,-52.1078,Brazil
Yanshuiguan,36.8252,110.2345,China
Tafrant,34.6250,-5.1242,Morocco
Robbinsdale,45.0261,-93.3332,United States
Valday,57.9667,33.2500,Russia
Pak Thong Chai,14.7302,102.0263,Thailand
Eching,48.3000,11.6167,Germany
Clewiston,26.7529,-80.9399,United States
Torrijos,39.9833,-4.2814,Spain
Feldkirchen,46.7236,14.0919,Austria
Zolote,48.6833,38.5167,Ukraine
Nacozari Viejo,30.4833,-109.4667,Mexico
Itakura,36.2262,139.6022,Japan
Furukawamen,33.2383,129.6506,Japan
Markdorf,47.7208,9.3917,Germany
Matican,42.6449,21.1918,Kosovo
Jacarau,-6.6119,-35.2928,Brazil
Cienega de Flores,25.9500,-100.1833,Mexico
Abadla,31.0167,-2.7333,Algeria
Warren,41.8433,-79.1445,United States
Chippewa Falls,44.9358,-91.3902,United States
Robbinsville,40.2220,-74.5910,United States
Lakinsk,56.0169,39.9494,Russia
Artena,41.7333,12.9167,Italy
West Nipissing / Nipissing Ouest,46.3667,-79.9167,Canada
Assenede,51.2333,3.7500,Belgium
Montfoort,52.0450,4.9508,Netherlands
Uslar,51.6597,9.6358,Germany
Ocean View,38.5355,-75.0984,United States
Corat,40.5739,49.7036,Azerbaijan
Glasgow,39.6015,-75.7474,United States
Langerwehe,50.8167,6.3497,Germany
Cervignano del Friuli,45.8231,13.3350,Italy
Ostwald,48.5511,7.7136,France
Tsukawaki,33.2833,131.1514,Japan
Mapanas,12.4750,125.2540,Philippines
Bridgetown,39.1551,-84.6359,United States
Duvva,16.7792,81.6242,India
Bor,37.8963,34.5627,Turkey
Yakhroma,56.2833,37.4833,Russia
Warrington,30.3821,-87.2944,United States
Bhimadolu,16.8144,81.2617,India
Midlothian,41.6254,-87.7243,United States
Estremoz,38.8422,-7.5881,Portugal
Ishikawa,37.1442,140.4522,Japan
Denzlingen,48.0683,7.8825,Germany
Eski Ikan,43.1833,68.5333,Kazakhstan
Summerfield,38.9042,-76.8678,United States
Medvezhyegorsk,62.9171,34.4569,Russia
Tenerife,9.8989,-74.8589,Colombia
Serafina Corea,-28.7119,-51.9350,Brazil
El Barrio de la Soledad,16.8000,-95.1167,Mexico
Coronel Bogado,-27.1700,-56.2500,Paraguay
Cisnadie,45.7128,24.1508,Romania
Bua Yai,15.5858,102.4337,Thailand
Zapolyarnyy,69.4167,30.8000,Russia
Hollins,37.3434,-79.9535,United States
Schwabmunchen,48.1789,10.7550,Germany
Raydah,15.8233,44.0386,Yemen
Mirandiba,-8.1189,-38.7278,Brazil
Rajnagar,23.9500,87.3200,India
Rezzato,45.5150,10.3175,Italy
Takerbouzt,36.4180,4.3428,Algeria
Cristopolis,-12.2339,-44.4208,Brazil
Santiago Ixtayutla,16.5667,-97.6500,Mexico
Wang'anzhen,39.3989,114.9367,China
Santol,16.7667,120.4500,Philippines
Mountain Home,36.3348,-92.3846,United States
Alexander City,32.9242,-85.9361,United States
Korneuburg,48.3453,16.3331,Austria
Svetlogorsk,54.9333,20.1500,Russia
Tarumirim,-19.2808,-42.0069,Brazil
Marechal Floriano,-20.4128,-40.6828,Brazil
Frei Miguelinho,-7.9408,-35.9106,Brazil
Sines,37.9546,-8.8644,Portugal
Orizona,-17.0308,-48.2958,Brazil
Santo Antonio dos Lopes,-4.8689,-44.3600,Brazil
Nova Olinda,-7.0919,-39.6808,Brazil
Frankenberg,50.9108,13.0378,Germany
Camden,34.2565,-80.6087,United States
Kouroussa,10.6530,-9.8920,Guinea
Tergnier,49.6558,3.2872,France
Kashin,57.3600,37.6039,Russia
San Marcos,14.4000,-88.9500,Honduras
Bondeno,44.8894,11.4154,Italy
Taki,34.4961,136.5461,Japan
Dayr al Barsha,27.7572,30.9100,Egypt
Otopeni,44.5500,26.0700,Romania
Rosemere,45.6369,-73.8000,Canada
Dippoldiswalde,50.8933,13.6667,Germany
Hooksett,43.0709,-71.4365,United States
Vinto,-17.3972,-66.3136,Bolivia
Lubsko,51.7877,14.9724,Poland
Toppenish,46.3806,-120.3123,United States
Ozark,31.4508,-85.6473,United States
Douglas,31.5065,-82.8543,United States
Kawaii,38.0044,140.0458,Japan
Almoloya de Alquisiras,18.8500,-99.8500,Mexico
Malone,44.7957,-74.2857,United States
Itanhandu,-22.2958,-44.9350,Brazil
Entre Rios de Minas,-20.6708,-44.0658,Brazil
Hamworthy,50.7207,-2.0109,United Kingdom
Jodoigne,50.7167,4.8667,Belgium
Sankt Leon-Rot,49.2653,8.5986,Germany
North Auburn,38.9306,-121.0821,United States
Hard,47.4892,9.6900,Austria
Juan de Acosta,10.8286,-75.0350,Colombia
Douar Hammadi,31.6000,-8.4667,Morocco
Germasogeia,34.7181,33.0856,Cyprus
Beloeil,50.5333,3.7167,Belgium
Shichinohe,40.7447,141.1578,Japan
Mill Valley,37.9085,-122.5421,United States
Hokuei,35.4900,133.7586,Japan
Wennigsen,52.2742,9.5708,Germany
Niederzier,50.8831,6.4667,Germany
Cambados,42.5000,-8.8000,Spain
Quakenbruck,52.6772,7.9575,Germany
Tamaqua,40.8033,-75.9344,United States
Taruma,-22.7469,-50.5769,Brazil
Mistassini,48.8229,-72.2154,Canada
Valenca,42.0282,-8.6339,Portugal
Hatten,53.0083,8.3167,Germany
Destin,30.3950,-86.4701,United States
Bou Izakarn,29.1754,-9.7064,Morocco
Ichtegem,51.1000,3.0000,Belgium
Amriswil,47.5497,9.3000,Switzerland
Ocher,57.8833,54.7167,Russia
Maridi,4.9151,29.4769,South Sudan
Champasak,14.8833,105.8667,Laos
El Porvenir de Velasco Suarez,15.4556,-92.2794,Mexico
Zherdevka,51.8333,41.4667,Russia
Hayashima,34.6006,133.8283,Japan
Zayda,32.8167,-4.9500,Morocco
Ad Dab`ah,31.0338,28.4333,Egypt
Boa Esperanca,-18.5400,-40.2958,Brazil
Brasilandia,-17.0100,-46.0089,Brazil
Murrhardt,48.9794,9.5783,Germany
Venev,54.3500,38.2667,Russia
Puspokladany,47.3197,21.1139,Hungary
Salida,37.7145,-121.0870,United States
Torquay,-38.3333,144.3167,Australia
Lauchhammer,51.5000,13.8000,Germany
Lewisville,36.1030,-80.4164,United States
Sakaki,36.4619,138.1803,Japan
Kings Park West,38.8151,-77.2960,United States
Campos Altos,-19.6958,-46.1708,Brazil
Nilo Pecanha,-13.5989,-39.1069,Brazil
Kaoma,-14.7796,24.8000,Zambia
Caln,40.0014,-75.7618,United States
Mirinzal,-2.0650,-44.7839,Brazil
Capitao Eneas,-16.3239,-43.7108,Brazil
Minamiaizu,37.2003,139.7733,Japan
Bad Ischl,47.7115,13.6239,Austria
Eppstein,50.1401,8.3920,Germany
East Wenatchee,47.4174,-120.2822,United States
Golub-Dobrzyn,53.1000,19.0500,Poland
Lindenhurst,42.4175,-88.0257,United States
Phillipsburg,40.6895,-75.1821,United States
Biatorbagy,47.4742,18.8236,Hungary
Uitgeest,52.5292,4.7103,Netherlands
Covington,33.6049,-83.8465,United States
Reboucas,-25.6208,-50.6928,Brazil
Jefferson Valley-Yorktown,41.3179,-73.8007,United States
Piquete,-22.6136,-45.1761,Brazil
Rincon,32.2947,-81.2353,United States
Papagaios,-19.4489,-44.7478,Brazil
Baianopolis,-12.3058,-44.5350,Brazil
California City,35.1578,-117.8721,United States
Taos,36.3871,-105.5804,United States
Raynham,41.9312,-71.0436,United States
Neuenkirchen,52.2411,7.3689,Germany
Sale,-38.1000,147.0667,Australia
Marchtrenk,48.1917,14.1106,Austria
Simoes,-7.5989,-40.8178,Brazil
Titiribi,6.0625,-75.7936,Colombia
North Branford,41.3645,-72.7769,United States
Seiro,37.9667,139.2667,Japan
Beilen,52.8567,6.5111,Netherlands
Pedro Velho,-6.4389,-35.2208,Brazil
Rio Piracicaba,-19.9289,-43.1739,Brazil
Hopatcong,40.9541,-74.6593,United States
Puerto Deseado,-47.7500,-65.9167,Argentina
Hidalgo,26.1090,-98.2463,United States
Isny im Allgau,47.6919,10.0394,Germany
Kadena,26.3617,127.7553,Japan
Cambridge,38.5515,-76.0786,United States
Abensberg,48.8167,11.8501,Germany
Gardendale,33.6678,-86.8069,United States
Mucambo,-3.9089,-40.7469,Brazil
Antioch,42.4742,-88.0721,United States
Veglie,40.3333,17.9667,Italy
Sidi Abdelkarim,33.1869,-7.2333,Morocco
Grand Falls,48.9578,-55.6633,Canada
Olgiate Olona,45.6333,8.8833,Italy
Mayrtup,43.2036,46.1322,Russia
Kerben,41.5000,71.7500,Kyrgyzstan
Rheinfelden,47.5539,7.7958,Switzerland
Lakoucun,28.3412,119.9523,China
Nioaque,-21.1350,-55.8300,Brazil
Ipiranga,-25.0239,-50.5839,Brazil
Zimnicea,43.6539,25.3650,Romania
Grunstadt,49.5692,8.1681,Germany
San Ferdinando di Puglia,41.3000,16.0667,Italy
Kakunodatemachi,39.5963,140.5620,Japan
New Paltz,41.7577,-74.0883,United States
Nafpaktos,38.3917,21.8275,Greece
Johnson City,42.1230,-75.9624,United States
Arenoso,19.1800,-69.8500,Dominican Republic
Novoulyanovsk,54.1500,48.3833,Russia
Kisanuki,31.3447,130.9453,Japan
Astravyets,54.6136,25.9553,Belarus
San Vicente,17.5917,120.3750,Philippines
Pilas,37.3017,-6.2986,Spain
Narvik,68.4383,17.4278,Norway
Fara in Sabina,42.2167,12.7333,Italy
Hendersonville,35.3242,-82.4576,United States
Santiago Jocotepec,17.5833,-95.8833,Mexico
Lubben (Spreewald),51.9500,13.9000,Germany
Clearview,44.3981,-80.0742,Canada
Seabrook,29.5751,-95.0236,United States
Nelas,40.5167,-7.8500,Portugal
Leverano,40.2833,18.0833,Italy
Mashpee,41.6178,-70.4908,United States
Crowley,30.2175,-92.3752,United States
Sauk Rapids,45.5981,-94.1539,United States
Boutilimit,17.5504,-14.7000,Mauritania
Vetralla,42.3106,12.0792,Italy
Greendale,42.9371,-88.0018,United States
Bedford,42.4970,-71.2783,United States
Anatuya,-28.4667,-62.8333,Argentina
Chosei,35.4122,140.3542,Japan
Jabbeke,51.1833,3.1000,Belgium
Torre del Campo,37.7667,-3.8833,Spain
Natanz,33.5111,51.9181,Iran
Lockhart,29.8785,-97.6831,United States
New Franklin,40.9525,-81.5838,United States
Tamm,48.9217,9.1206,Germany
Felixlandia,-18.7578,-44.8989,Brazil
Sanlucar la Mayor,37.3831,-6.2000,Spain
Phalaborwa,-23.9333,31.1167,South Africa
Fokino,53.4500,34.4167,Russia
Vohringen,48.2833,10.0833,Germany
Fujikawa,35.5611,138.4614,Japan
Dundigal,17.5781,78.4288,India
Leuna,51.3167,12.0167,Germany
Sabang,22.1830,87.5990,India
Chelsea,33.3255,-86.6299,United States
Maria da Fe,-22.3078,-45.3750,Brazil
Gurinhem,-7.1239,-35.4239,Brazil
Ionia,42.9772,-85.0727,United States
Pineville,31.3414,-92.4096,United States
Grafing bei Munchen,48.0500,11.9667,Germany
Suluktu,39.9365,69.5678,Kyrgyzstan
Lukoyanov,55.0383,44.4978,Russia
Aldenhoven,50.8958,6.2831,Germany
Tostedt,53.2833,9.7167,Germany
Tempio Pausania,40.9015,9.1044,Italy
Astolfo Dutra,-21.3150,-42.8619,Brazil
Iona,26.5160,-81.9601,United States
Patrocinio Paulista,-20.6394,-47.2817,Brazil
Castelsarrasin,44.0400,1.1069,France
Rio Azul,-25.7328,-50.7958,Brazil
Cleveland,33.7440,-90.7285,United States
Greensburg,40.3113,-79.5444,United States
Merzifon,40.8836,35.4711,Turkey
Bebra,50.9711,9.7903,Germany
Middleburg,30.0502,-81.9011,United States
Alvorada D'Oeste,-11.3417,-62.2861,Brazil
Italva,-21.4208,-41.6908,Brazil
Santiago de Anaya,20.3844,-98.9647,Mexico
Lomas de Sargentillo,-1.8833,-80.0833,Ecuador
Xexeu,-8.8019,-35.6269,Brazil
Zhipingxiang,35.2949,105.6157,China
Montabaur,50.4375,7.8258,Germany
Aracatu,-14.4278,-41.4619,Brazil
Harrison,36.2438,-93.1198,United States
Villacidro,39.4578,8.7424,Italy
Mjolby,58.3321,15.1312,Sweden
Galmi,13.9667,5.6744,Niger
Kivertsi,50.8331,25.4614,Ukraine
Gouveia,40.5000,-7.6000,Portugal
Sarezzo,45.6500,10.2000,Italy
Chesterton,41.5997,-87.0548,United States
Steamboat Springs,40.4777,-106.8243,United States
St. Clair,42.7833,-82.3500,Canada
Holzgerlingen,48.6392,9.0108,Germany
Sweden,43.1791,-77.9406,United States
Black Forest,39.0608,-104.6752,United States
Talwat,31.2883,-7.2372,Morocco
Bang Racham,14.8864,100.3235,Thailand
Moudjbara,34.5037,3.4704,Algeria
Fort Payne,34.4557,-85.6965,United States
Enghien,50.7000,4.0333,Belgium
Casatenovo,45.6983,9.3117,Italy
Schmolln,50.8950,12.3564,Germany
Oberhaching,48.0167,11.5833,Germany
Montepulciano,43.1000,11.7833,Italy
Aleksandrow Kujawski,52.8750,18.7000,Poland
Cherry Hill Mall,39.9384,-75.0117,United States
Fruitville,27.3328,-82.4616,United States
Santa Cruz de Bezana,43.4442,-3.9031,Spain
Mor,47.3717,18.2086,Hungary
Wanding,24.0833,98.0667,China
Lakewood Park,27.5390,-80.3865,United States
Rio de Oro,8.2917,-73.3872,Colombia
El Carmen de Atrato,5.8983,-76.1431,Colombia
Gekhi,43.1636,45.4725,Russia
Guazacapan,14.0751,-90.4161,Guatemala
Beylul,13.2639,42.3347,Eritrea
Bamble,59.0197,9.5608,Norway
Callaway,30.1348,-85.5568,United States
Oatfield,45.4127,-122.5942,United States
Kalkar,51.7389,6.2925,Germany
Muggia,45.6000,13.7667,Italy
Pomfret,42.4029,-79.3534,United States
Cordoba,0.8533,-77.5178,Colombia
Chumpak,41.8585,84.1370,China
Waunakee,43.1829,-89.4445,United States
Famenin,35.1139,48.9717,Iran
La Entrada,15.0500,-88.7333,Honduras
Itaguacu,-19.8019,-40.8558,Brazil
Wixom,42.5244,-83.5346,United States
Luling,29.9008,-90.3523,United States
Canton,32.5975,-90.0317,United States
Kumirimora,22.6969,88.2267,India
Eggenfelden,48.4039,12.7642,Germany
Genthin,52.4000,12.1667,Germany
Pell City,33.5609,-86.2669,United States
Lariano,41.7333,12.8333,Italy
Belm,52.3000,8.1333,Germany
Campina da Lagoa,-24.5919,-52.7989,Brazil
Villalba,43.3000,-7.6833,Spain
Pecos,31.4046,-103.5057,United States
Taiyong,26.4726,108.5105,China
Itamonte,-22.2839,-44.8700,Brazil
Bay St. Louis,30.3281,-89.3774,United States
Biscarrosse,44.3931,-1.1639,France
Iraci,-8.8078,-35.9519,Brazil
Vieste,41.8833,16.1667,Italy
Mittegrossefehn,53.3833,7.5833,Germany
Belle Chasse,29.8472,-90.0069,United States
Thala,35.5667,8.6667,Tunisia
Batuan,9.8000,124.1333,Philippines
Taphan Hin,16.2108,100.4188,Thailand
Havre de Grace,39.5481,-76.1145,United States
Montesarchio,41.0667,14.6333,Italy
San Bartolo,15.0844,-91.4558,Guatemala
Taishi,34.5187,135.6476,Japan
Monroe,39.4461,-84.3666,United States
East Norriton,40.1506,-75.3364,United States
Ovidiu,44.2700,28.5600,Romania
Statte,40.5667,17.2000,Italy
D'Iberville,30.4709,-88.9011,United States
Poco Branco,-5.6228,-35.6628,Brazil
Cayce,33.9458,-81.0433,United States
Chodov,50.2415,12.7534,Czechia
Chityal,17.2333,79.1333,India
Nachikatsuura,33.6261,135.9408,Japan
Effingham,39.1207,-88.5508,United States
Santaquin,39.9711,-111.7937,United States
Guapo,-16.8308,-49.5319,Brazil
Hobe Sound,27.0729,-80.1425,United States
Nesebar,42.6595,27.7247,Bulgaria
Misano Adriatico,43.9667,12.7000,Italy
Huangyadong,36.8039,113.4446,China
Dubovka,49.0500,44.8333,Russia
Zeven,53.2969,9.2789,Germany
Tako,35.7356,140.4678,Japan
Uxbridge,42.0593,-71.6380,United States
Wauchula,27.5469,-81.8101,United States
Colesville,39.0730,-77.0009,United States
Canmore,51.0890,-115.3590,Canada
Goshen,41.3817,-74.3498,United States
Kathevaram,16.2608,80.6368,India
Dayton,30.0292,-94.9038,United States
Reidsville,36.3377,-79.6727,United States
Dueville,45.6333,11.5500,Italy
Hutchinson,44.8856,-94.3768,United States
Beesel,51.2669,6.0392,Netherlands
Dallas,33.9153,-84.8416,United States
Plumstead,40.3878,-75.1164,United States
Alfredo Chaves,-20.6350,-40.7500,Brazil
Alcanena,39.4667,-8.6667,Portugal
Wanzleben,52.0667,11.4333,Germany
Spiesen-Elversberg,49.3167,7.1331,Germany
Oxford,42.1286,-71.8665,United States
Vilanova del Cami,41.5733,1.6381,Spain
Noyon,49.5811,2.9989,France
Toplita,46.9918,25.3709,Romania
Polavaram,17.2500,81.6333,India
Pacaembu,-21.5622,-51.2606,Brazil
Asslar,50.5833,8.4667,Germany
Kiskoros,46.6203,19.2836,Hungary
Beacon,41.5036,-73.9655,United States
Mar de Ajo,-36.7162,-56.6766,Argentina
Primeira Cruz,-2.5100,-43.4378,Brazil
Petrolandia,-9.1828,-38.2689,Brazil
Ipswich,42.6857,-70.8399,United States
Dumas,35.8613,-101.9642,United States
Raymondville,26.4759,-97.7769,United States
Anapurus,-3.6719,-43.1158,Brazil
Vedi,39.9106,44.7278,Armenia
Frederick,40.1089,-104.9694,United States
Novellara,44.8500,10.7333,Italy
Artesia,32.8492,-104.4274,United States
Valbonne,43.6414,7.0089,France
Polotitlan de la Ilustracion,20.2231,-99.8147,Mexico
New Fairfield,41.4880,-73.4882,United States
Fagnano Olona,45.6667,8.8667,Italy
Tucacas,10.7978,-68.3175,Venezuela
Ping'anbao,40.4901,117.5973,China
Babaeski,41.4325,27.0931,Turkey
North Mankato,44.1813,-94.0387,United States
Curiuva,-24.0328,-50.4578,Brazil
Wakasa,35.5489,135.9083,Japan
Meckenbeuren,47.7000,9.5625,Germany
Champadanga,22.8275,87.9844,India
Shawangunk,41.6335,-74.2654,United States
Fujimi,35.9147,138.2408,Japan
Maracai,-22.6106,-50.6672,Brazil
Dennis,41.7064,-70.1643,United States
Pirallahi,40.4708,50.3217,Azerbaijan
Glenpool,35.9485,-96.0052,United States
Marmeleiro,-26.1489,-53.0258,Brazil
Oil City,41.4282,-79.7035,United States
Clinton,42.4119,-71.6888,United States
Brejo do Cruz,-6.3489,-37.4978,Brazil
Oulad Chikh,32.8544,-7.5386,Morocco
Gien,47.6981,2.6250,France
Hammonton,39.6572,-74.7678,United States
Orange,41.2827,-73.0272,United States
New Kingman-Butler,35.2645,-114.0091,United States
Kaladgi,16.2040,75.5000,India
Kamigori,34.8736,134.3561,Japan
Diego de Almagro,-26.3667,-70.0500,Chile
Deming,32.2631,-107.7525,United States
Big Rapids,43.6992,-85.4806,United States
Waikanae,-40.8760,175.0640,New Zealand
Zhovkva,50.0667,23.9667,Ukraine
Llanera,43.4667,-5.9333,Spain
Miami Springs,25.8195,-80.2894,United States
San Prisco,41.0833,14.2833,Italy
Fulshear,29.6930,-95.8792,United States
Engenheiro Beltrao,-23.7969,-52.2689,Brazil
Cromwell,41.6122,-72.6638,United States
Frei Paulo,-10.5489,-37.5339,Brazil
South Venice,27.0434,-82.4152,United States
Khmis Sidi al 'Aydi,33.1228,-7.6219,Morocco
Chaoyangdicun,42.0221,118.2178,China
Gaesti,44.7208,25.3147,Romania
Allouez,44.4721,-88.0261,United States
Princeton,33.1778,-96.5044,United States
Ipanguacu,-5.4978,-36.8550,Brazil
Baraboo,43.4695,-89.7376,United States
Douar Lehgagcha,32.5500,-8.7167,Morocco
San Agustin de Guadalix,40.6781,-3.6150,Spain
Gura Humorului,47.5542,25.8875,Romania
Lanuvio,41.6833,12.7000,Italy
Cavarzere,45.1370,12.0817,Italy
Jericho,40.7875,-73.5416,United States
Higashimiyoshi,34.0367,133.9369,Japan
Zhashkiv,49.2500,30.1000,Ukraine
North Battleford,52.7575,-108.2861,Canada
Salisbury,40.5768,-75.4535,United States
Guape,-20.7619,-45.9178,Brazil
Corupa,-26.4250,-49.2428,Brazil
Jutai,-2.7469,-66.7669,Brazil
Kauhajoki,62.4319,22.1794,Finland
Wanze,50.5353,5.2133,Belgium
Hatoyama,35.9817,139.3342,Japan
Philippsburg,49.2369,8.4547,Germany
Paruchuru,15.9667,80.2667,India
Erbach,49.6569,8.9931,Germany
Wommelgem,51.2036,4.5219,Belgium
Pembroke,45.8167,-77.1000,Canada
Jinmingsi,38.0512,110.2869,China
El Sobrante,33.8724,-117.4625,United States
Cahokia,38.5649,-90.1792,United States
Niquinohomo,11.9000,-86.1000,Nicaragua
Arroio dos Ratos,-30.0769,-51.7289,Brazil
Springdale,39.8769,-74.9723,United States
Oak Island,33.9434,-78.1366,United States
Santo Augusto,-27.8508,-53.7769,Brazil
Saint-Gilles,43.6778,4.4311,France
Casinhas,-7.7411,-35.7211,Brazil
Melsungen,51.1333,9.5500,Germany
Gramercy,30.0610,-90.6928,United States
Atlantic Beach,30.3371,-81.4128,United States
Zabreh,49.8826,16.8723,Czechia
Guapi,2.5604,-77.8600,Colombia
Hassfurt,50.0353,10.5123,Germany
Demre,36.2550,29.9978,Turkey
Teays Valley,38.4482,-81.9240,United States
Oud-Turnhout,51.3178,4.9817,Belgium
Canals,38.9611,-0.5850,Spain
Ephrata,40.1812,-76.1811,United States
Cabo Verde,-21.4719,-46.3958,Brazil
Sant'Angelo Lodigiano,45.2389,9.4097,Italy
Oosterzele,50.9458,3.8042,Belgium
Tomino,41.9833,-8.7167,Spain
Helensburgh,56.0166,-4.7333,United Kingdom
Oak Park,34.1849,-118.7669,United States
Ban Tha Luang Lang,12.6376,102.0884,Thailand
Arcozelo,41.0555,-8.6395,Portugal
Mirai,-21.1950,-42.6139,Brazil
Couvin,50.0519,4.4961,Belgium
Saddle Brook,40.9033,-74.0955,United States
San Pietro Vernotico,40.4833,18.0500,Italy
Uruana,-15.4978,-49.6878,Brazil
Horodyshche,49.2925,31.4581,Ukraine
Richmond Hill,31.9013,-81.3125,United States
Apostolove,47.6595,33.7170,Ukraine
Forlimpopoli,44.1833,12.1333,Italy
Peri-Mirim,-2.5778,-44.8539,Brazil
Granville,48.8381,-1.5869,France
Brandermill,37.4340,-77.6522,United States
Joaquim Pires,-3.5078,-42.1978,Brazil
Machados,-7.6858,-35.5150,Brazil
Latisana,45.7833,13.0000,Italy
Yamanobe,38.2892,140.2625,Japan
Berre-l'Etang,43.4756,5.1681,France
Islahiye,37.0264,36.6322,Turkey
Ak-Dovurak,51.1667,90.6000,Russia
Alagoinha,-8.4658,-36.7758,Brazil
Jupi,-8.7119,-36.4150,Brazil
Selston,53.0700,-1.3000,United Kingdom
Lich,50.5217,8.8208,Germany
Lamas,-6.4167,-76.5333,Peru
Rutherford,-32.7150,151.5317,Australia
Forrest City,35.0135,-90.7931,United States
Sun Village,34.5596,-117.9559,United States
Jindayris,36.3947,36.6889,Syria
Ghoradal,22.0519,88.3594,India
Arzachena,41.0801,9.3880,Italy
Crispiano,40.6000,17.2333,Italy
Uppada,17.0883,82.3333,India
Jardin,5.5983,-75.8197,Colombia
Eichstatt,48.8919,11.1839,Germany
Mwinilunga,-11.7396,24.4400,Zambia
Soller,39.7667,2.7000,Spain
Zarghun Shahr,32.8500,68.4167,Afghanistan
Moorestown-Lenola,39.9659,-74.9643,United States
Heliopolis,-10.6828,-38.2858,Brazil
Melenki,55.3333,41.6333,Russia
Mbulu,-3.8496,35.5300,Tanzania
Wayland,42.3585,-71.3594,United States
Neckargemund,49.3939,8.7975,Germany
Bovenden,51.5897,9.9222,Germany
Marienheide,51.0833,7.5333,Germany
Lauterbach,50.6378,9.3944,Germany
Pelham,42.7336,-71.3240,United States
Carmopolis,-10.6478,-36.9889,Brazil
Nallajerla,16.9500,81.4000,India
Fergus Falls,46.2853,-96.0760,United States
Wlodawa,51.5500,23.5500,Poland
Curua,-1.8878,-55.1169,Brazil
Carmo de Minas,-22.1219,-45.1289,Brazil
Spaichingen,48.0758,8.7378,Germany
Amrabad,16.3833,78.8333,India
Verin,41.9408,-7.4358,Spain
Shodoshima,34.4819,134.2336,Japan
Hola Prystan,46.5167,32.5167,Ukraine
Aurora,42.7382,-78.6373,United States
Kupino,54.3667,77.3000,Russia
Ponduru,18.3508,83.7567,India
Chiran,31.3783,130.4416,Japan
Mont-Laurier,46.5500,-75.5000,Canada
Munchenstein,47.5186,7.6174,Switzerland
Castel San Giovanni,45.0591,9.4342,Italy
Ahrensfelde,52.5758,13.5764,Germany
Goldap,54.3063,22.3036,Poland
Uzwil,47.4500,9.1333,Switzerland
Hilpoltstein,49.1833,11.1833,Germany
Tarumizu,31.4928,130.7011,Japan
La Quiaca,-22.1056,-65.6000,Argentina
Conneaut,41.9278,-80.5685,United States
Nether Providence,39.8971,-75.3697,United States
Mansidao,-10.7158,-44.0339,Brazil
Biedenkopf,50.9128,8.5322,Germany
Chalette-sur-Loing,48.0117,2.7358,France
Khomam,37.4000,49.6667,Iran
Sampaloc,14.1667,121.5833,Philippines
Bollene,44.2803,4.7489,France
Thomaston,32.8908,-84.3271,United States
Strathmore,51.0378,-113.4003,Canada
Palmeirais,-5.9778,-43.0628,Brazil
Boechout,51.1636,4.4964,Belgium
Levelland,33.5806,-102.3636,United States
Bandarbeyla,9.4833,50.8167,Somalia
Filandia,4.6733,-75.6583,Colombia
Alleroy,43.2500,46.1333,Russia
Grunberg,50.6000,8.9500,Germany
Harsefeld,53.4500,9.5000,Germany
Palmetto,27.5251,-82.5750,United States
Schoonhoven,51.9475,4.8486,Netherlands
Neunkirchen,50.7861,8.0056,Germany
Futrono,-40.1333,-72.4000,Chile
Puxinana,-7.1608,-35.9608,Brazil
Piney Green,34.7498,-77.3208,United States
Caledon,-34.2300,19.4283,South Africa
Xireg,36.9257,98.4837,China
Kafr `Awan,32.4167,35.6833,Jordan
Satoraljaujhely,48.3941,21.6561,Hungary
Carlopolis,-23.4250,-49.7208,Brazil
Fort Campbell North,36.6554,-87.4658,United States
Sao Jose do Cedro,-26.4550,-53.4939,Brazil
Camponogara,45.3833,12.0667,Italy
Sabbavaram,17.7900,83.1230,India
